"","logFC","logCPM","PValue","FDR"
"34127",-9.88534048500442,4.23155808330754,1.58867861926041e-36,5.21293115337919e-32
"98531",-7.26434876335117,1.82904038905629,3.58423221647344e-14,5.88047058595716e-10
"98563",-6.63517394667492,1.32648798540876,1.56374210969566e-11,1.71036899484812e-07
"74124",3.81822653327264,1.86050476218505,4.22425252521467e-07,0.00346525995274673
"59730",3.66743318745437,2.2347154292376,9.9931966875144e-07,0.0065581352581482
"62812",-5.60313833523474,3.37732259885565,2.08133767784313e-06,0.0113824888705111
"90748",-4.30200843286363,2.41800611828342,4.04967923404399e-06,0.0189831606723837
"69586",-5.10112960865815,2.7635936980312,1.06570096418996e-05,0.0437110571724564
"52510",3.57608158136207,6.84825620095226,2.08042508825577e-05,0.0758499871343741
"52503",3.71065444693672,6.7994856560874,3.31839461331906e-05,0.108886482446838
"76420",1.41462602053982,6.24760241914687,6.3753846069487e-05,0.19017772282528
"52509",3.12228582181029,6.32989983814427,8.429495726718e-05,0.230497536067331
"23329",-3.08764149211316,0.79431687399208,0.000103731232875979,0.246652154765307
"108893",-1.44144186288414,4.88023544338524,0.000114555644124014,0.246652154765307
"112971",2.84073564780929,4.04521660081641,0.000131119897862079,0.246652154765307
"91971",1.60200168327216,5.73540679684589,0.000133091437771009,0.246652154765307
"51456",3.51560330142825,2.03317785194666,0.000134141052082944,0.246652154765307
"44837",3.95440530601407,4.82644796784902,0.000135304263120578,0.246652154765307
"33526",-2.83167132107137,4.3219077627827,0.000158197998038102,0.272507245251808
"52508",3.2121787384553,6.16890131852969,0.000167591905499987,0.272507245251808
"112897",-3.55222353351098,2.04173906320787,0.000181789253382407,0.272507245251808
"75548",-4.14928009870178,1.93321601035329,0.000182706835569432,0.272507245251808
"33528",-4.62121852522328,3.14760134090777,0.000228234912462204,0.321392857330151
"45644",3.57505514141755,3.37833689583827,0.000238394585592709,0.321392857330151
"112970",2.61304910624115,4.1500518984893,0.000244867017135092,0.321392857330151
"62188",1.7295726647176,6.86359281689736,0.000273106248474765,0.330905385443911
"69757",1.60388622631596,5.27889873770627,0.000275281783591038,0.330905385443911
"106536",2.87780993350046,2.38297222153023,0.000282368292823865,0.330905385443911
"80026",-3.56538646258997,4.24554139455824,0.000357008498589848,0.39493415780863
"62731",1.66942707690836,8.9138916340399,0.000361077156439792,0.39493415780863
"67861",3.61937253150699,1.2056966052022,0.000377547661978179,0.397279928234778
"113312",-2.66281093871899,4.25636415978003,0.000387436616691948,0.397279928234778
"104311",4.13087294112335,3.36430496027874,0.000428693714926243,0.416629461118363
"57643",1.6720439522856,5.02116882006913,0.000431700901411768,0.416629461118363
"96099",-2.39785616098114,2.89612618708319,0.00044838177830712,0.420364322616901
"99388",-3.96767317713289,2.04779130342024,0.000495451290224277,0.451590088503589
"76433",1.73411595563991,4.18398057291764,0.000553589292296939,0.478127175999301
"52035",-2.59387560086373,1.73075366703096,0.000553708368267864,0.478127175999301
