"","logFC","logCPM","PValue","FDR"
"51268",-0.754752873466989,5.22402908713001,4.66892354803029e-06,0.0376221859500281
"34025",0.766202941685081,4.66185671277961,0.000116040287306163,0.46752631755653
"39735",-0.50239121626217,6.60266133411579,0.000244811489233217,0.657563660080421
"67325",0.777127512658017,4.26422899003856,0.000379361119523348,0.764222975279784
"58430",-0.649436068439219,4.66878349736202,0.000732970342275929,0.805608118487261
"38835",-0.436033943660066,7.11924576859591,0.000759784447424656,0.805608118487261
"96361",0.756329623022297,4.24463726063589,0.000992773296739447,0.805608118487261
"99961",0.498093729075355,6.7175722452019,0.00105426708635077,0.805608118487261
"108008",-0.663739695288303,4.63628275641649,0.00106012262093081,0.805608118487261
"67022",-0.521659340129385,6.06121725236728,0.00111349460080616,0.805608118487261
"93602",-0.806879093296852,3.60112160817526,0.00129232752150302,0.805608118487261
"53411",-0.606105779949045,4.41379515934917,0.00144083825645781,0.805608118487261
"34847",0.563436822399302,5.65577895394202,0.00144859528670641,0.805608118487261
"30467",-0.766459532536194,4.02012376412753,0.00150118475640163,0.805608118487261
"82364",0.632164315460117,4.23565618371594,0.00156063058033635,0.805608118487261
"58268",-0.420130700150294,7.38749463852317,0.0015996189992301,0.805608118487261
"72971",-0.717410589532796,4.65474340195864,0.00180406894743365,0.827383340766071
"96102",0.499375113826788,6.67961242262395,0.00196968749391521,0.827383340766071
"89385",0.71128987347292,4.25728760429559,0.00233590239718254,0.827383340766071
"67440",-0.406042170801859,7.83324696478405,0.00270952053083989,0.827383340766071
"28890",0.726470657748818,3.82531872369731,0.00276097997110389,0.827383340766071
"73253",-0.73042495844703,3.75931622474121,0.00281924074019168,0.827383340766071
"104154",0.601642705554165,5.38777344716472,0.002868335646929,0.827383340766071
"62418",-0.539764477008255,5.32840326137222,0.00287574387942127,0.827383340766071
"105983",0.782885665214194,3.57453005556237,0.00291635180577498,0.827383340766071
"93711",-0.507630965019632,4.67330360980934,0.00291995835671233,0.827383340766071
"58269",-0.627727832897525,4.84600377612507,0.00317615949481821,0.827383340766071
"58412",-0.592913691223716,5.00405520024525,0.00324943854840912,0.827383340766071
"48438",0.517179988007873,5.42798038670395,0.00329537582616505,0.827383340766071
"77247",0.424186556133959,6.38322940504226,0.00339081468610996,0.827383340766071
"75721",0.460369092208828,6.56358753780017,0.00341394592105897,0.827383340766071
"29562",-0.715453650716151,4.21419458441116,0.00343327837549114,0.827383340766071
"44470",0.557312660773484,5.37718488443455,0.00359046910963556,0.827383340766071
"68493",0.543834289114656,4.63362452493206,0.00372348639725187,0.827383340766071
"64184",0.367538428143369,6.23347265863867,0.00384412343152542,0.827383340766071
"94722",-0.538004962217654,4.44985332191475,0.00394658205519247,0.827383340766071
"92244",0.443454046472485,6.6336188812955,0.00422261253669621,0.827383340766071
"34184",-0.600426883041685,4.6634295434044,0.00424449081325733,0.827383340766071
"62819",0.405828698089431,8.87310571727681,0.00425715595386708,0.827383340766071
"102952",0.376066625649576,6.85958263844301,0.00433676789248808,0.827383340766071
"42666",0.539516298654228,5.49059013434626,0.0044558332882976,0.827383340766071
"93757",0.489807645786696,5.83123074512659,0.00456988053766883,0.827383340766071
"66218",0.640955211242052,4.03261920179234,0.00459499449809506,0.827383340766071
"101112",0.467655948998505,5.5505709959748,0.00462330812426609,0.827383340766071
"108280",0.371659980998344,8.33922759224572,0.00466009069535363,0.827383340766071
"66064",0.475905907901471,6.41187701258471,0.00472760867429534,0.827383340766071
"57525",-0.496926749947422,5.40017161897662,0.00490425368977813,0.827383340766071
"36103",-0.481557583026105,5.37621164113144,0.00501037160326043,0.827383340766071
"114372",0.682708296504658,4.16666436803619,0.00519326485958818,0.827383340766071
"45541",0.451141512623351,5.14543538785944,0.00520457250799079,0.827383340766071
"12376",0.422616694717617,5.85978709381649,0.00530915974053674,0.827383340766071
"40652",0.595487402556807,5.66419652167486,0.00540563097667124,0.827383340766071
"67705",-0.636478222335513,4.21074810387072,0.0054419604195336,0.827383340766071
"59093",-0.654546941763724,3.91083998110913,0.00568102456563825,0.846647573947157
"99873",0.535023969486206,5.85104015688984,0.00577880572934892,0.846647573947157
"93307",0.630076570399725,4.4501976210482,0.00591205835418745,0.850702968179329
"103719",0.478875405885234,6.4900595850821,0.00619298807021348,0.875492945083863
"111370",0.403240045516891,7.76763177295509,0.00641127059898875,0.890127949517408
"28007",-0.678804245232282,3.96547496954174,0.00656959746011636,0.890127949517408
"67900",0.478402157793124,6.01563205575581,0.00662790729350267,0.890127949517408
"89722",0.479459392289231,6.06783640750988,0.00700027699734347,0.911940369134173
"57423",-0.557485894102383,4.56713897820108,0.00701666702485961,0.911940369134173
"61279",-0.385158238762537,6.82506107799537,0.00725464168971363,0.92303787403923
"57478",0.422317396068556,6.27963839492439,0.00745037094612553,0.92303787403923
"62585",-0.491527152866065,4.73758987682574,0.00750519545409986,0.92303787403923
"100950",0.395299668830315,7.02854331595343,0.00760794237077891,0.92303787403923
"54991",-0.381030917361304,6.93456637732423,0.00791654689817808,0.92303787403923
"35328",0.395524906853676,6.4185509195555,0.00792959454466331,0.92303787403923
"64324",0.534693058220824,5.1839462545952,0.00793640193459117,0.92303787403923
"59081",-0.392942197046639,6.81611854851844,0.00801844765236363,0.92303787403923
"102114",-0.446024297390252,5.40616630711625,0.00820261429897044,0.930938958043715
"35833",0.568898961059208,4.31033208410292,0.00839830881798527,0.939910728546185
"77098",0.583292820262606,4.89708053974332,0.0087120953264523,0.956937920644972
"110451",-0.397421572071577,6.70458560705771,0.00899935354092219,0.956937920644972
"39289",0.572552277066585,4.62099145186139,0.00904460532022274,0.956937920644972
"86063",-0.499449810621011,5.66201034604051,0.00922959798473795,0.956937920644972
"90215",-0.3854606239483,9.40295454451623,0.00961286408323014,0.956937920644972
"53155",0.459576650147865,6.41775165971506,0.00966964834696915,0.956937920644972
"23050",-0.442416345468128,5.17239765912212,0.00969021277297805,0.956937920644972
"86475",-0.33565788398559,7.00811448288482,0.00979643132975688,0.956937920644972
"81612",0.611463863512449,4.58624446091974,0.00999047242549603,0.956937920644972
"50194",-0.568722652962541,3.96227979681931,0.0100919064680393,0.956937920644972
"35860",-0.525213904647437,4.82760201732253,0.0102401216716001,0.956937920644972
"62566",-0.451340803092011,5.51629557693411,0.0104101728962767,0.956937920644972
"60559",0.391492393819265,6.58274509219885,0.010415019348779,0.956937920644972
"77497",-0.307356599633789,7.20905576267771,0.0104618488842282,0.956937920644972
"72348",0.515312280320814,6.48942086679571,0.0105927248577512,0.956937920644972
"34673",0.376259465309205,6.49309053736755,0.0108508495316124,0.956937920644972
"86305",-0.484840161718627,5.30260664066009,0.0111064082203815,0.956937920644972
"79396",-0.550572036460639,4.69254109217502,0.011112363630076,0.956937920644972
"68616",-0.42319853297363,5.21428052305206,0.0112566504551752,0.956937920644972
"59628",-0.427569376512249,6.12291823195003,0.0112756154254262,0.956937920644972
"73158",0.371193324796996,7.81996910845217,0.0113157280291917,0.956937920644972
"76685",0.465421293738923,5.70528828074481,0.011407283317842,0.956937920644972
"71945",-0.509257452499085,4.31039347987041,0.0114246234900704,0.956937920644972
"76622",0.393561537534869,5.60201314478144,0.0114683855078505,0.956937920644972
"111227",-0.487383131294291,5.31572065499281,0.0115730552709497,0.956937920644972
"59534",0.383978235922451,5.40936436182706,0.0118722135289814,0.956937920644972
"89375",-0.702315047261211,3.4512686528005,0.0119981510051723,0.956937920644972
"43469",-0.429212733589275,5.33261661126554,0.0120128270283818,0.956937920644972
"83630",0.411197757516434,6.69506544301046,0.0122420888545075,0.956937920644972
"105241",-0.635639616712927,4.54228383672322,0.0124687467361478,0.956937920644972
"47477",-0.353385800296751,5.87358819134537,0.0125866160878272,0.956937920644972
"66817",0.465840068383319,5.58877871896872,0.0127446517921364,0.956937920644972
"38691",-0.373681706253701,6.33680878233864,0.0128371201760395,0.956937920644972
"113975",-0.544263358283896,4.53326908997896,0.0130220058759483,0.956937920644972
"113838",0.3481603873362,7.39664790374442,0.0131021380563458,0.956937920644972
"57974",-0.440527849034334,5.9388966485367,0.0131159933926652,0.956937920644972
"105555",-0.516827617247955,4.31956873817039,0.0131301306535333,0.956937920644972
"65189",0.312055554095045,7.65944204102935,0.0132273435944068,0.956937920644972
"68392",0.405925000146232,7.1404806262975,0.0132907789571317,0.956937920644972
"109413",-0.563446544863356,4.30176979091181,0.013347383717814,0.956937920644972
"41993",0.576082633640867,4.29317502601933,0.0134194570653862,0.956937920644972
"106466",-0.347787205579821,6.8467705044918,0.0136943676532536,0.958477795351928
"59861",-0.63799075138757,3.61731493300434,0.0138644771650418,0.958477795351928
"65590",0.406084489847892,5.51360776183953,0.0139762973776966,0.958477795351928
"57610",-0.306382104558943,6.94843041917431,0.0140390434268703,0.958477795351928
"59529",0.64654256422665,3.67670781124093,0.0142408943442599,0.958477795351928
"97474",-0.43305094317613,6.14646656063272,0.0142807357534368,0.958477795351928
"88816",-0.37808307317587,7.79199370538291,0.0143540444685484,0.958477795351928
"112975",-0.312875566558981,6.35210025544737,0.014467695175928,0.958477795351928
"87142",0.473819377344627,4.90408119840131,0.0146594055336692,0.958477795351928
"71137",-0.488672219576947,5.46179900271063,0.0147592132894727,0.958477795351928
"56846",0.664566326118915,3.94096239596058,0.0147682501319187,0.958477795351928
